Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Charge Amount (log1p),Customer Value (log1p),Seconds of Use (log1p),Frequency of use (log1p),Frequency of SMS (log1p),Distinct Called Numbers (log1p)
0,0,41,0,2088,58,3,32,2,1,1,25,110.07,0,0.0,4.7101606331790284,7.644440761556566,4.07753744390572,1.3862943611198906,3.4965075614664802
0,0,34,0,0,0,0,0,3,1,1,30,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1,0.0,1.8562979903656263,4.897839799950911,1.0986122886681098,0.0,1.0986122886681098
6,0,38,0,710,11,8,2,2,1,2,25,68.445,1,0.0,4.240535072368182,6.566672429803241,2.4849066497880004,2.1972245773362196,1.0986122886681098
0,0,36,0,0,0,0,0,3,1,1,30,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
8,0,34,3,7155,117,280,36,2,2,1,25,1587.24,0,1.3862943611198906,7.370381763888823,8.87570644462861,4.770684624465665,5.638354669333745,3.6109179126442243
0,0,34,0,1875,37,147,6,2,1,1,25,747.54,0,0.0,6.618124642645567,7.53689712956617,3.6375861597263857,4.997212273764115,1.9459101490553132
14,1,39,0,2428,54,7,15,3,1,2,30,127.28,0,0.0,4.854215374824954,7.795234929002173,4.007333185232471,2.0794415416798357,2.772588722239781
2,0,38,0,5318,85,0,15,2,1,1,25,243.135,0,0.0,5.497721350979505,8.579040594742317,4.454347296253507,0.0,2.772588722239781
4,1,30,0,2008,34,19,25,3,1,2,30,157.68,1,0.0,5.0668895956461295,7.605392364814935,3.5553480614894135,2.995732273553991,3.258096538021482
11,0,36,2,6843,73,104,34,2,1,1,25,779.22,0,1.0986122886681098,6.659575931196704,8.831127635012084,4.30406509320417,4.653960350157523,3.5553480614894135
5,0,38,0,3423,78,7,15,3,1,1,30,168.04,0,0.0,5.130135373307801,8.138564737261632,4.3694478524670215,2.0794415416798357,2.772588722239781
13,0,41,0,1725,31,28,10,3,1,2,30,182.24,0,0.0,5.2107967690185415,7.453561871643373,3.4657359027997265,3.367295829986474,2.3978952727983707
27,0,36,4,16075,244,8,81,2,1,1,25,770.355,0,1.6094379124341003,6.648148708578639,9.685082755569091,5.501258210544727,2.1972245773362196,4.406719247264253
34,1,36,0,1970,64,31,19,3,2,2,30,205.36,1,0.0,5.329622216376449,7.58629630715272,4.174387269895637,3.4657359027997265,2.995732273553991
15,0,25,0,925,29,7,5,3,1,2,30,66.16,0,0.0,4.20707783220934,6.8308742346461795,3.4011973816621555,2.0794415416798357,1.791759469228055
13,0,36,1,5818,98,26,24,2,1,1,25,383.22,1,0.6931471805599453,5.9512153052002965,8.66888370465667,4.59511985013459,3.295836866004329,3.2188758248682006
8,0,32,0,2188,42,24,27,3,1,2,30,185.2,1,0.0,5.226821364842967,7.691200097522863,3.7612001156935624,3.2188758248682006,3.332204510175204
19,0,27,3,2130,48,47,30,2,1,1,25,309.51,0,1.3862943611198906,5.7382161069740905,7.664346632098617,3.8918202981106265,3.871201010907891,3.4339872044851463
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0,0.0,5.198054944609642,7.215975002651466,3.6635616461296463,3.4657359027997265,2.9444389791664403
16,0,35,8,10245,93,26,44,5,2,1,55,194.07,0,2.1972245773362196,5.273358468506841,9.234642664499148,4.543294782270004,3.295836866004329,3.8066624897703196
7,0,20,1,2000,32,35,16,3,1,1,30,221.28,0,0.6931471805599453,5.40393784841172,7.601402334583733,3.4965075614664802,3.58351893845611,2.833213344056216
6,0,32,0,1970,44,37,21,3,1,2,30,228.56,0,0.0,5.436164433240162,7.58629630715272,3.8066624897703196,3.6375861597263857,3.091042453358316
9,0,43,2,4515,89,10,26,3,1,1,30,224.16,0,1.0986122886681098,5.416811260595826,8.415381925269553,4.499809670330265,2.3978952727983707,3.295836866004329
0,0,39,1,33,4,5,1,5,1,1,55,8.055,0,0.6931471805599453,2.203317091335377,3.5263605246161616,1.6094379124341003,1.791759469228055,0.6931471805599453
0,0,36,0,1068,15,0,3,3,1,1,30,43.32,0,0.0,3.7914360424390283,6.974478911025045,2.772588722239781,0.0,1.3862943611198906
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0,0.0,4.309119863865794,6.716594773520978,2.3978952727983707,3.091042453358316,1.3862943611198906
16,0,29,0,1005,31,17,9,3,1,2,30,109.44,0,0.0,4.704472387061954,6.913737350659685,3.4657359027997265,2.8903717578961645,2.302585092994046
24,0,35,9,10560,91,7,39,5,1,1,55,170.265,0,2.302585092994046,5.143212064547321,9.264923249746474,4.5217885770490405,2.0794415416798357,3.6888794541139363
3,0,41,0,5613,95,8,11,3,1,1,30,260.32,0,0.0,5.56574570997255,8.633018756921828,4.564348191467836,2.1972245773362196,2.4849066497880004
19,0,19,2,6507,146,83,41,2,2,1,25,672.885,0,1.0986122886681098,6.513059473209122,8.780787468338929,4.990432586778736,4.430816798843313,3.7376696182833684
0,0,31,0,615,4,0,5,2,1,2,25,27.855,0,0.0,3.3622832881629297,6.423246963533519,1.6094379124341003,0.0,1.791759469228055
14,0,44,3,11770,166,26,50,4,1,1,45,363.4,0,1.3862943611198906,5.898252165385803,9.37339415841248,5.117993812416755,3.295836866004329,3.9318256327243257
0,0,35,0,1223,37,0,15,3,1,2,30,50.4,0,0.0,3.9396381724611196,7.1098794630722715,3.6375861597263857,0.0,2.772588722239781
0,1,34,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
29,1,39,0,1340,55,33,23,3,1,2,30,187.8,1,0.0,5.240688253711401,7.201170883281678,4.02535169073515,3.5263605246161616,3.1780538303479458
30,0,40,4,15445,231,61,34,3,1,1,30,871.04,0,1.6094379124341003,6.770835294416544,9.64510534912921,5.44673737166631,4.127134385045092,3.5553480614894135
18,0,34,0,1005,37,25,10,3,1,2,30,141.68,0,0.0,4.960604360490691,6.913737350659685,3.6375861597263857,3.258096538021482,2.3978952727983707
11,0,39,0,1148,19,15,4,3,1,2,30,106.68,1,0.0,4.679163865896418,7.046647277848756,2.995732273553991,2.772588722239781,1.6094379124341003
0,0,27,0,940,16,53,7,4,1,2,45,156.4,0,0.0,5.058790335983303,6.846943139585379,2.833213344056216,3.9889840465642745,2.0794415416798357
7,0,31,1,3485,71,23,29,3,1,1,30,234.24,0,0.6931471805599453,5.460606269591755,8.156510226079966,4.276666119016055,3.1780538303479458,3.4011973816621555
5,0,35,1,4335,75,0,20,3,1,1,30,176.4,0,0.6931471805599453,5.178407069875479,8.374707543119483,4.330733340286331,0.0,3.044522437723423
16,0,40,2,4080,88,39,30,3,1,1,30,322.72,0,1.0986122886681098,5.779878944627502,8.314097335405807,4.48863636973214,3.6888794541139363,3.4339872044851463
0,0,20,0,1183,31,13,62,4,1,1,45,62.85,0,0.0,4.156536582478548,7.076653815443951,3.4657359027997265,2.6390573296152584,4.143134726391533
0,0,32,1,3135,26,14,27,3,1,1,30,182.44,0,0.6931471805599453,5.211887638549649,8.0507033814703,3.295836866004329,2.70805020110221,3.332204510175204
14,0,40,1,14268,176,16,49,3,1,1,30,641.76,0,0.6931471805599453,6.465771404173553,9.565844630930576,5.176149732573829,2.833213344056216,3.912023005428146
5,0,38,0,933,13,16,6,4,1,2,45,63.65,1,0.0,4.168988105217866,6.839476438228843,2.6390573296152584,2.833213344056216,1.9459101490553132
23,0,31,3,15830,235,0,80,2,1,1,25,722.925,0,1.3862943611198906,6.58468779585956,9.669725322073777,5.4638318050256105,0.0,4.394449154672439
4,0,33,0,1973,25,0,7,3,1,1,30,79.92,0,0.0,4.393461012299545,7.587817219993427,3.258096538021482,0.0,2.0794415416798357
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,0,0.0,6.325576858437571,9.530538036104643,5.135798437050262,0.0,3.8066624897703196
1,0,35,0,1553,19,0,2,3,1,1,30,62.88,0,0.0,4.1570063233468115,7.348587530927593,2.995732273553991,0.0,1.0986122886681098
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0,0.0,7.087172622628702,7.628517626575055,3.5263605246161616,5.631211781821365,2.833213344056216
23,0,36,8,10625,94,10,45,5,1,1,55,175.785,0,2.1972245773362196,5.174934304975329,9.271059107010888,4.553876891600541,2.3978952727983707,3.828641396489095
4,0,32,1,7190,102,15,20,4,1,1,45,219.8,0,0.6931471805599453,5.39725731440294,8.880585523102495,4.634728988229636,2.772588722239781,3.044522437723423
15,0,18,4,3347,52,47,24,3,1,1,30,323.96,0,1.6094379124341003,5.783702097832075,8.116118431609365,3.970291913552122,3.871201010907891,3.2188758248682006
13,0,35,0,4503,66,0,36,1,1,1,15,251.295,0,0.0,5.530599037773271,8.412721169819527,4.204692619390966,0.0,3.6109179126442243
4,0,14,2,4390,46,223,11,3,1,1,30,1069.44,0,1.0986122886681098,6.975825057883525,8.387312270561717,3.8501476017100584,5.4116460518550396,2.4849066497880004
8,0,37,0,2263,59,350,21,3,1,1,30,1492.88,0,0.0,7.309132041181695,7.724888439323074,4.0943445622221,5.860786223465865,3.091042453358316
0,0,32,0,3353,73,0,24,2,1,1,25,154.17,0,0.0,5.044521290095393,8.117908942383155,4.30406509320417,0.0,3.2188758248682006
6,0,29,0,1748,47,41,73,4,1,1,45,147.375,0,0.0,4.999742852929832,7.466799475018602,3.871201010907891,3.7376696182833684,4.30406509320417
7,0,12,0,8513,159,34,34,4,1,1,45,301.8,0,0.0,5.713072521563293,9.049467146388098,5.075173815233827,3.5553480614894135,3.5553480614894135
15,1,44,0,2623,62,25,23,3,1,2,30,207.4,0,0.0,5.339459309879212,7.8724551500639794,4.143134726391533,3.258096538021482,3.1780538303479458
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1,0.0,4.885827643502908,7.895808377083183,3.58351893845611,1.0986122886681098,2.70805020110221
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,0,0.0,4.851092324191641,7.66105638236183,3.912023005428146,2.3978952727983707,2.9444389791664403
0,0,34,0,1995,30,273,14,3,1,1,30,1173.0,0,0.0,7.068172000388042,7.59890045687141,3.4339872044851463,5.6131281063880705,2.70805020110221
0,0,29,0,6153,59,86,29,2,1,1,25,666.54,0,0.0,6.503599313572601,8.724857555881988,4.0943445622221,4.465908118654584,3.4011973816621555
0,0,38,0,128,5,32,6,3,1,2,30,133.32,0,0.0,4.900225012769285,4.859812404361672,1.791759469228055,3.4965075614664802,1.9459101490553132
0,0,32,0,2835,17,468,2,3,1,1,30,1986.08,0,0.0,7.594421503442393,7.950149887652018,2.8903717578961645,6.150602768446279,1.0986122886681098
27,1,33,0,1555,57,37,32,3,1,2,30,212.48,1,0.0,5.363543151465744,7.349873704738337,4.060443010546419,3.6375861597263857,3.4965075614664802
0,0,29,2,6480,102,253,26,2,2,1,25,1434.69,0,1.0986122886681098,7.269400848865955,8.776630098427717,4.634728988229636,5.537334267018537,3.295836866004329
15,0,42,2,14138,178,12,48,3,1,1,30,620.64,0,1.0986122886681098,6.432361147047411,9.556692215591841,5.187385805840755,2.5649493574615367,3.8918202981106265
0,0,24,0,895,24,154,5,2,2,1,25,734.355,0,0.0,6.600353375806446,6.79794041297493,3.2188758248682006,5.043425116919247,1.791759469228055
4,0,26,0,1200,30,161,7,2,2,1,25,779.85,0,0.0,6.660383069933855,7.0909098220799835,3.4339872044851463,5.087596335232384,2.0794415416798357
0,0,34,0,10450,137,0,45,3,1,1,30,423.48,0,0.0,6.0508648903894295,9.254452946594503,4.927253685157205,0.0,3.828641396489095
0,0,30,0,3458,72,0,22,2,1,1,25,158.85,0,0.0,5.074235875505851,8.148734808937169,4.290459441148391,0.0,3.1354942159291497
9,1,42,0,2193,58,16,21,3,1,2,30,154.04,0,0.0,5.043683148142456,7.693481640835175,4.07753744390572,2.833213344056216,3.091042453358316
2,0,35,0,14990,175,134,25,2,1,1,25,1285.425,0,0.0,7.159622332315465,9.615205300012315,5.170483995038151,4.90527477843843,3.258096538021482
8,0,25,1,1540,40,190,9,3,2,1,30,823.2,0,0.6931471805599453,6.714413218904717,7.340186835320115,3.713572066704308,5.25227342804663,2.302585092994046
8,0,39,0,11170,150,7,34,4,1,1,45,300.5,0,0.0,5.70877001616724,9.321076413570848,5.017279836814924,2.0794415416798357,3.5553480614894135
19,0,22,2,9237,183,88,43,5,1,1,55,273.3,0,1.0986122886681098,5.614222397943558,9.13108069099055,5.214935757608986,4.48863636973214,3.784189633918261
0,0,26,0,635,9,12,1,4,1,2,45,46.1,0,0.0,3.8522730010223722,6.455198563340122,2.302585092994046,2.5649493574615367,0.6931471805599453
0,0,31,0,2790,15,468,5,3,1,1,30,1984.2,0,0.0,7.593474943713286,7.934155233536322,2.772588722239781,6.150602768446279,1.791759469228055
10,0,44,3,903,20,26,10,5,1,1,55,52.845,0,1.3862943611198906,3.9861095487808442,6.806829360392176,3.044522437723423,3.295836866004329,2.3978952727983707
5,0,34,1,3140,23,475,4,3,1,1,30,2026.52,0,0.6931471805599453,7.614568650305897,8.052296499538647,3.1780538303479458,6.16541785423142,1.6094379124341003
0,0,10,0,4265,42,219,13,3,1,1,30,1048.28,0,0.0,6.955859493656283,8.358431899031295,3.7612001156935624,5.393627546352362,2.6390573296152584
10,0,39,2,11580,159,9,46,4,1,1,45,315.975,0,1.0986122886681098,5.758822906414012,9.357121103184378,5.075173815233827,2.302585092994046,3.8501476017100584
15,0,36,1,4000,86,29,26,3,1,1,30,279.44,0,0.6931471805599453,5.636359798338767,8.294299608857235,4.465908118654584,3.4011973816621555,3.295836866004329
0,0,12,1,1182,19,1,6,3,1,1,30,52.04,1,0.6931471805599453,3.971046345877607,7.075808863978387,2.995732273553991,0.6931471805599453,1.9459101490553132
7,0,37,1,2378,36,8,6,4,1,1,45,80.35,0,0.6931471805599453,4.3987608336650466,7.774435510302958,3.6109179126442243,2.1972245773362196,1.9459101490553132
9,0,40,0,4075,67,7,4,3,1,1,30,193.68,0,0.0,5.271357184965254,8.312871394342615,4.219507705176107,2.0794415416798357,1.6094379124341003
13,0,17,3,3043,45,7,17,3,1,1,30,151.52,0,1.3862943611198906,5.027295734989363,8.020927718981577,3.828641396489095,2.0794415416798357,2.8903717578961645
12,0,42,1,2453,66,367,25,3,1,1,30,1568.76,0,0.6931471805599453,7.358678020415081,7.805474625270857,4.204692619390966,5.908082938168931,3.258096538021482
6,0,38,1,1973,31,7,8,4,1,1,45,67.6,0,0.6931471805599453,4.22829253473184,7.587817219993427,3.4657359027997265,2.0794415416798357,2.1972245773362196
31,0,37,5,16460,246,17,86,2,1,1,25,828.27,0,1.791759469228055,6.720545795715401,9.708749225727084,5.5093883366279774,2.8903717578961645,4.465908118654584
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0,0.0,4.820281565605037,7.979681302387741,4.02535169073515,0.6931471805599453,3.091042453358316
4,0,39,0,4390,85,6,28,3,1,1,30,203.0,0,0.0,5.318119993844216,8.387312270561717,4.454347296253507,1.9459101490553132,3.367295829986474
0,0,34,0,2650,21,0,11,3,1,1,30,106.84,0,0.0,4.680648647163997,7.8826922062890254,3.091042453358316,0.0,2.4849066497880004
1,0,33,1,6540,94,12,22,4,1,1,45,195.85,0,0.6931471805599453,5.282442017389746,8.785845337961213,4.553876891600541,2.5649493574615367,3.1354942159291497
0,0,25,0,0,0,0,0,4,1,2,45,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,40,1,6223,101,14,14,3,1,1,30,308.96,0,0.6931471805599453,5.7364432568957495,8.736168065858228,4.624972813284271,2.70805020110221,2.70805020110221
10,0,36,2,3380,63,196,38,2,1,1,25,1036.935,0,1.0986122886681098,6.944988441341201,8.125926802707886,4.1588830833596715,5.2832037287379885,3.6635616461296463
0,0,26,0,968,29,9,53,4,1,1,45,47.425,0,0.0,3.8800162092930597,6.876264611890766,3.4011973816621555,2.302585092994046,3.9889840465642745
0,0,32,0,5533,87,0,6,2,1,1,25,252.9,0,0.0,5.536940488710632,8.618666160346871,4.477336814478207,0.0,1.9459101490553132
27,0,31,3,16320,241,7,80,2,1,1,25,776.745,0,1.3862943611198906,6.656398706956053,9.700207901150696,5.488937726156687,2.0794415416798357,4.394449154672439
10,0,38,2,6518,105,28,27,3,1,1,30,376.92,0,1.0986122886681098,5.934682533008997,8.782476268924539,4.663439094112067,3.367295829986474,3.332204510175204
0,0,3,0,3825,24,193,2,2,1,1,25,1041.705,0,0.0,6.949573577027169,8.249575150000199,3.2188758248682006,5.267858159063328,1.0986122886681098
0,0,27,0,2535,10,0,11,3,1,1,30,101.8,0,0.0,4.632785353021065,7.8383433155571165,2.3978952727983707,0.0,2.4849066497880004
8,0,15,3,4775,48,232,16,3,1,1,30,1120.92,0,1.3862943611198906,7.022796782292815,8.471358655072438,3.8918202981106265,5.4510384535657,2.833213344056216
1,0,35,0,1420,41,36,20,3,1,1,30,202.44,0,0.0,5.315371121113865,7.259116128097101,3.7376696182833684,3.6109179126442243,3.044522437723423
12,0,28,0,1405,40,30,18,2,1,1,25,200.025,0,0.0,5.303429278434213,7.2485040723706105,3.713572066704308,3.4339872044851463,2.9444389791664403
7,0,33,0,6638,73,98,33,2,1,1,25,742.995,0,0.0,6.612034314380402,8.80071662871916,4.30406509320417,4.59511985013459,3.5263605246161616
5,0,39,0,1180,20,7,13,2,1,2,25,85.5,0,0.0,4.460144413937834,7.074116816197362,3.044522437723423,2.0794415416798357,2.6390573296152584
5,0,20,1,1400,22,14,2,2,1,1,25,126.99,0,0.6931471805599453,4.8519521358677,7.244941546337007,3.1354942159291497,2.70805020110221,1.0986122886681098
12,0,40,1,2298,57,13,19,3,1,1,30,146.2,0,0.6931471805599453,4.991792206294776,7.740229524763182,4.060443010546419,2.6390573296152584,2.995732273553991
5,0,42,2,3175,29,493,12,3,1,1,30,2100.16,0,1.0986122886681098,7.650244852157695,8.063377822367027,3.4011973816621555,6.202535517187923,2.5649493574615367
0,0,35,0,815,11,0,9,2,1,2,25,37.17,0,0.0,3.6420498667571386,6.704414354964107,2.4849066497880004,0.0,2.302585092994046
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0,0.0,3.8412786009023883,6.0063531596017325,2.1972245773362196,1.9459101490553132,1.9459101490553132
7,0,43,3,643,16,19,5,5,1,1,55,38.385,0,1.3862943611198906,3.6733850331552875,6.467698726104354,2.833213344056216,2.995732273553991,1.791759469228055
0,0,37,0,2203,58,27,35,2,1,1,25,223.245,0,0.0,5.412739204146298,7.698029170272805,4.07753744390572,3.332204510175204,3.58351893845611
3,0,15,3,2663,45,56,21,3,1,1,30,332.32,0,1.3862943611198906,5.809102989514006,7.88758403166028,3.828641396489095,4.04305126783455,3.091042453358316
13,0,40,4,4000,43,511,25,4,1,1,45,1378.575,0,1.6094379124341003,7.2295307597039455,8.294299608857235,3.784189633918261,6.238324625039508,3.258096538021482
12,0,33,0,2573,44,33,32,3,1,2,30,236.68,1,0.0,5.470925231154352,7.853216388156072,3.8066624897703196,3.5263605246161616,3.4965075614664802
0,0,37,0,2535,22,1,13,3,1,1,30,106.28,0,0.0,4.675442238973423,7.8383433155571165,3.1354942159291497,0.6931471805599453,2.6390573296152584
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0,1.3862943611198906,7.338982346424776,8.848796450925947,4.762173934797756,5.605802066295998,3.5263605246161616
32,0,43,4,15625,239,72,39,3,1,1,30,922.56,0,1.6094379124341003,6.828235767750803,9.65669147255669,5.480638923341991,4.290459441148391,3.6888794541139363
12,0,38,1,11655,154,7,45,3,1,1,30,500.36,0,0.6931471805599453,6.21732440591642,9.363576347875041,5.043425116919247,2.0794415416798357,3.828641396489095
10,0,43,1,4370,77,13,18,3,1,1,30,229.88,0,0.6931471805599453,5.441898095025561,8.382747094863314,4.356708826689592,2.6390573296152584,2.9444389791664403
0,0,33,0,11100,145,0,43,3,1,1,30,449.8,0,0.0,6.1110237821656215,9.314790473332646,4.983606621708336,0.0,3.784189633918261
5,0,37,0,305,6,7,2,3,1,2,30,40.44,0,0.0,3.7242465979512276,5.723585101952381,1.9459101490553132,2.0794415416798357,1.0986122886681098
26,1,35,1,1015,50,21,19,3,1,1,30,126.6,1,0.6931471805599453,4.848900370910689,6.923628628138427,3.9318256327243257,3.091042453358316,2.995732273553991
23,1,37,0,910,51,24,21,2,1,2,25,151.245,1,0.0,5.025491065328242,6.814542897259958,3.9512437185814275,3.2188758248682006,3.091042453358316
16,1,43,0,2723,68,26,24,3,1,2,30,215.64,0,0.0,5.37823698972391,7.909856667269403,4.23410650459726,3.295836866004329,3.2188758248682006
12,0,35,1,6943,79,105,35,2,1,1,25,788.49,0,0.6931471805599453,6.67138716737102,8.845633256340186,4.382026634673881,4.663439094112067,3.58351893845611
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0,0.0,4.825750454899136,7.713784616598755,4.007333185232471,2.1972245773362196,2.8903717578961645
0,0,37,0,0,0,0,0,3,1,2,30,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
5,1,37,0,305,6,7,2,3,1,2,30,40.44,1,0.0,3.7242465979512276,5.723585101952381,1.9459101490553132,2.0794415416798357,1.0986122886681098
12,0,37,1,3490,64,183,23,2,1,1,25,983.43,0,0.6931471805599453,6.892062793469032,8.157943507105037,4.174387269895637,5.214935757608986,3.1780538303479458
28,0,35,3,15445,225,53,33,3,1,1,30,838.8,0,1.3862943611198906,6.733163768250093,9.64510534912921,5.420534999272286,3.9889840465642745,3.5263605246161616
1,0,36,0,2245,34,287,19,3,1,1,30,1239.16,0,0.0,7.122995682533201,7.716906135298388,3.5553480614894135,5.662960480135946,2.995732273553991
7,0,29,2,1375,39,198,13,3,2,1,30,848.56,0,1.0986122886681098,6.744718568400046,7.226936018493289,3.6888794541139363,5.293304824724492,2.6390573296152584
23,0,38,3,14950,224,45,29,3,1,1,30,786.96,0,1.3862943611198906,6.669447327148155,9.612533466213927,5.41610040220442,3.828641396489095,3.4011973816621555
14,0,29,1,760,28,15,9,3,1,1,30,91.52,0,0.6931471805599453,4.527424837363238,6.634633357861686,3.367295829986474,2.772588722239781,2.302585092994046
6,0,30,1,7090,97,13,23,4,1,1,45,212.175,0,0.6931471805599453,5.362113424628113,8.866581653303996,4.584967478670572,2.6390573296152584,3.1780538303479458
0,0,37,0,0,0,9,0,2,1,2,25,40.5,0,0.0,3.7256934272366524,0.0,0.0,2.302585092994046,0.0
8,0,36,0,3715,79,27,26,3,1,1,30,259.76,0,0.0,5.5636004440563385,8.22040309993373,4.382026634673881,3.332204510175204,3.295836866004329
5,0,35,0,13593,161,0,39,3,1,1,30,550.16,0,0.0,6.312025148125702,9.517383797906584,5.087596335232384,0.0,3.6888794541139363
0,0,34,0,513,2,11,5,4,1,2,45,40.375,1,0.0,3.722676833697227,6.2422232654551655,1.0986122886681098,2.4849066497880004,1.791759469228055
16,0,28,0,470,33,0,10,2,1,2,25,22.635,1,0.0,3.1627286642451997,6.154858094016418,3.5263605246161616,0.0,2.3978952727983707
5,0,38,0,1065,14,7,9,2,1,2,25,80.055,0,0.0,4.3951279365935365,6.97166860472579,2.70805020110221,2.0794415416798357,2.302585092994046
19,0,40,3,7733,92,123,39,2,1,1,25,905.625,0,1.3862943611198906,6.809728913683577,8.953381472167242,4.532599493153256,4.820281565605037,3.6888794541139363
2,0,31,0,1783,30,16,24,3,1,2,30,136.52,1,0.0,4.923769361074594,7.486613313139955,3.4339872044851463,2.833213344056216,3.2188758248682006
18,0,17,1,6638,144,87,42,2,2,1,25,696.69,0,0.6931471805599453,6.547774878034678,8.80071662871916,4.976733742420574,4.477336814478207,3.7612001156935624
13,0,44,1,4630,81,20,23,3,1,1,30,268.44,0,0.6931471805599453,5.596345731053962,8.440528106480752,4.406719247264253,3.044522437723423,3.1780538303479458
8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,0,1.0986122886681098,6.955478207191146,8.82555985506085,4.532599493153256,5.267858159063328,3.367295829986474
7,0,36,0,4138,63,0,33,1,1,1,15,231.055,0,0.0,5.44697441253542,8.328209491748732,4.1588830833596715,0.0,3.5263605246161616
9,0,13,0,8873,168,68,38,4,1,1,45,396.025,0,0.0,5.98399925099671,9.090880931938855,5.1298987149230735,4.23410650459726,3.6635616461296463
5,0,37,1,3500,32,484,6,3,1,1,30,2077.28,0,0.6931471805599453,7.639295907528952,8.160803920954665,3.4965075614664802,6.184148890937483,1.9459101490553132
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0,0.0,5.230306155931493,8.310414994188292,4.189654742026425,0.0,2.772588722239781
0,0,36,0,3528,81,0,25,2,1,1,25,162.405,0,0.0,5.096231781712942,8.16876982367527,4.406719247264253,0.0,3.258096538021482
16,0,40,4,5420,99,30,42,3,1,1,30,340.76,0,1.6094379124341003,5.834108736331776,8.598035579260339,4.605170185988092,3.4339872044851463,3.7612001156935624
0,0,37,0,5208,84,0,12,2,1,1,25,238.14,0,0.0,5.477049154491434,8.558143177745192,4.442651256490317,0.0,2.5649493574615367
24,1,32,3,15670,233,0,82,2,1,1,25,715.635,0,1.3862943611198906,6.574566645430855,9.659567149523216,5.455321115357702,0.0,4.418840607796598
9,0,41,0,15440,186,158,34,2,1,1,25,1414.17,0,0.0,7.2550049442037015,9.644781588320864,5.231108616854587,5.0689042022202315,3.5553480614894135
6,0,35,0,2665,47,143,19,2,1,1,25,765.54,0,0.0,6.64188688220793,7.888334500738654,3.871201010907891,4.969813299576001,2.995732273553991
0,0,12,0,1435,16,13,8,2,1,1,25,123.795,0,0.0,4.826672391030176,7.269616749608169,2.833213344056216,2.6390573296152584,2.1972245773362196
0,0,37,0,1683,47,0,33,1,1,1,15,95.15,0,0.0,4.565909472034789,7.428927194802272,3.871201010907891,0.0,3.5263605246161616
3,0,36,0,3703,59,0,30,2,1,1,25,169.29,0,0.0,5.137502866038513,8.21716859576607,4.0943445622221,0.0,3.4339872044851463
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0,0.0,7.428980637554705,7.67275789664251,4.007333185232471,5.8664680569332965,3.1354942159291497
0,0,34,0,345,5,1,4,2,1,2,25,20.25,0,0.0,3.056356895370426,5.846438775057725,1.791759469228055,0.6931471805599453,1.6094379124341003
15,0,30,1,14575,209,32,24,2,1,1,25,809.28,0,0.6931471805599453,6.697379866945606,9.58713161949974,5.3471075307174685,3.4965075614664802,3.2188758248682006
14,0,39,1,15790,188,157,32,2,1,1,25,1425.51,0,0.6931471805599453,7.262986180793723,9.667195436466644,5.241747015059643,5.062595033026967,3.4965075614664802
17,0,16,0,9123,171,48,38,4,1,1,45,352.35,0,0.0,5.867459067136863,9.11866358340428,5.147494476813453,3.8918202981106265,3.6635616461296463
10,0,39,2,6995,93,202,31,3,1,1,30,1091.52,0,1.0986122886681098,6.996242233438337,8.853093836138493,4.543294782270004,5.313205979041787,3.4657359027997265
9,0,12,0,5908,127,67,35,1,2,1,15,700.425,0,0.0,6.553113980070596,8.684231891345675,4.852030263919617,4.219507705176107,3.58351893845611
14,0,37,0,2458,44,9,29,3,1,2,30,136.08,1,0.0,4.920564697006408,7.807510042216193,3.8066624897703196,2.302585092994046,3.4011973816621555
8,0,15,2,2738,39,0,15,3,1,1,30,111.08,0,1.0986122886681098,4.719212902028752,7.915348169263078,3.6888794541139363,0.0,2.772588722239781
5,0,12,1,1668,27,11,12,3,1,1,30,111.8,1,0.6931471805599453,4.725616339063959,7.419979923661835,3.332204510175204,2.4849066497880004,2.5649493574615367
7,0,37,2,3220,25,479,5,3,1,1,30,2045.8,0,1.0986122886681098,7.6240328769309365,8.0774471493312,3.258096538021482,6.173786103901937,1.791759469228055
0,0,35,0,3500,66,0,23,3,1,1,30,142.64,0,0.0,4.967310169357882,8.160803920954665,4.204692619390966,0.0,3.1780538303479458
